time,temperature,humidity,wind_speed,precipitation,PM2.5
2023-08-13,24.3125,70.375,11.558333333333332,0.008333333333333333,35.501666666666665
2023-08-14,24.170833333333334,70.45833333333333,9.924999999999999,0.012500000000000002,35.975
2023-08-15,24.054166666666664,66.95833333333333,10.579166666666667,0.020833333333333332,35.386666666666656
2023-08-16,24.925,64.08333333333333,11.083333333333334,0.0,36.17333333333333
2023-08-17,24.53333333333333,69.75,14.875,0.025000000000000005,34.430833333333325
2023-08-18,24.183333333333334,68.0,18.245833333333334,0.04583333333333334,32.540000000000006
2023-08-19,22.766666666666666,79.95833333333333,17.220833333333335,0.30416666666666664,31.706249999999997
2023-08-20,24.320833333333336,70.95833333333333,13.295833333333334,0.03333333333333333,34.84666666666667
2023-08-21,24.804166666666664,66.625,10.012500000000001,0.0,36.57166666666666
2023-08-22,24.820833333333336,71.375,7.883333333333333,0.03333333333333333,37.682500000000005
2023-08-23,25.041666666666668,65.75,9.35,0.0,37.10166666666667
2023-08-24,24.666666666666668,64.66666666666667,10.508333333333333,0.0,36.09666666666667
2023-08-25,24.84166666666667,65.125,10.575000000000001,0.0,36.320416666666674
2023-08-26,24.433333333333334,76.08333333333333,9.9,0.15833333333333335,36.6075
2023-08-27,25.02916666666667,68.875,9.291666666666666,0.004166666666666667,37.265
2023-08-28,25.59583333333333,61.166666666666664,10.883333333333333,0.0,36.97958333333333
2023-08-29,25.05,68.875,11.262500000000001,0.029166666666666664,36.503750000000004
2023-08-30,24.795833333333334,70.125,9.708333333333334,0.5375,36.8575
2023-08-31,23.7375,79.625,7.358333333333333,0.39999999999999997,36.89666666666667
2023-09-01,24.25,78.875,9.366666666666665,0.4291666666666667,36.72208333333333
2023-09-02,23.3625,83.375,10.3375,0.3958333333333333,35.405
2023-09-03,23.645833333333332,70.79166666666667,13.15,0.0,34.01916666666666
2023-09-04,22.566666666666666,76.375,18.504166666666666,0.049999999999999996,30.75375
2023-09-05,22.116666666666664,80.5,14.666666666666666,0.0625,31.909999999999997
2023-09-06,23.162499999999998,81.04166666666667,14.6875,0.05416666666666667,33.288333333333334
2023-09-07,23.21666666666667,81.08333333333333,15.6625,0.19583333333333333,32.97083333333333
2023-09-08,23.170833333333334,80.0,17.408333333333335,0.08750000000000001,32.15875
2023-09-09,23.570833333333336,78.625,15.674999999999999,0.04583333333333334,33.30333333333334
2023-09-10,23.641666666666666,74.95833333333333,15.308333333333332,0.08333333333333333,33.35875
